Site name,Cat No,Provenance code,X coordinate,Y coordinate,No. of Artefacts,Activity category,act_cat,Material,Material detail,Type,Sub-type,Sub-type,Description,Inscription,Inventory number, Reduced,Date,Stratigraphical info,Period,Building phase,Building phase code,Building phase reduced,Building,Finds complex,Location,Gender ,Gender code,Width (cm),Diam. (cm),Height (cm),Length (cm),Thickness (cm),Weight (g),Other measurement (cm),Fabric,Published illustration (Schönberger 1978 unless otherwise stated),Published reference (by Witz or Ulbert) and parallels
Oberstimm,B0378,22.990050,87.75908,101.67063,1.00,dress,D,Copper alloy,,Brooches,Kräftig profilierte,,"Robust out-lined bow brooch with cased hinge; bow with comb-like central rib and strengthened edges; bow extant to bis out-lined plastic foot knob without lower part; hinge pin broken; pin holder with a pierced hole, damaged.  ",,"1975, 241",241,,,Claudian-Flavian,Period 1-2,P1_2,P1_2,Unknown,Finds complex 19,"Fläche 22, Pit e",male,Ma,Bow: max. 0.8 ,,,5.3,,,,,Pl. 27,"Äugst: E. Ettlinger, Die römischen Fibeln in der Schweiz. Handb. Schweiz z. Römer u. Merowingerzeit, hrsg. A. Alföldi (1973) pl. 10. 22 (similar)."
Oberstimm,B0382,22.992460,81.09290,101.19727,1.00,dress,D,Copper alloy,,Brooches,Scharnier,,Elongated hinged brooch with robust outlined bow; tin-plated. Cased hinge with iron hinge; band-shaped out-linedbow with central ridge in the form of a band of waves; trapezoidal foot with engraved grooves and outlined foot end; closed pin holder.  ,,"1975, 243 ",243,,,Claudian-Flavian,Period 1-2,P1_2,P1_2,fortifications,Finds complex 1,"Fläche 22, Postholes- Group 22/7, 238, 246",male,Ma,,,,5.7,,,,,Pl. 28,"Hofheim pl. 10.235. -- Rißtissen I pl. 9,143 (similar); Rißtissen II pl. 60.5."
Oberstimm,W0207,99.991010,44.46032,27.45267,1.00,dress,D,Copper alloy,,Brooches,,,Bronze brooch of  middle Latene type.,,,,,,1st half 1st cent. AD,Period 1-2,P1_2,P1_2,Unknown,,unprovenanced,male,Ma,,,,,,,,,"Ulbert, Germania, 1957, 321 fig. 2. 7","Ulbert, Germania, 1957, 322 no.7. Parallels: Ritterling, Hofheim a.a.O. 120 fig. 22.08409, 16772. - Aislingen, Jahrb. d. Mist. Ver. Dillingen 22, 1909 pl. 11.2, 3, 5. Lorenzberg bei Epfach, unpubl. -  Novaesiurn a.a.O. pl. 24, 1. Camulodunum a.a.O. pl. 89.1, 2."
Oberstimm,F0001a,8.991070,134.26327,88.65971,1.00,dress,D,Worked Bone and Antler,,Belt attachments,,,Cingulum buckle of deer antler; round part of acetted bow  and bronze shaft preserved;  buckle pin missing. ,,"1975, 117",117,2nd half 1st cent. AD,beneath Planum 1,,Period 1-2,P1_2,P1_2,6,,"Fläche 8, 2.5 m from west and 1m from north",male?,ZMa,4.3,Bow: 1 ,,5.5 or 5.7 ,,,,,,
Oberstimm,B0410,5.991060,121.72848,95.74099,1.00,dress,D,Iron,,Finger-rings,silver,,"Iron finger-ring with large Chaton for an inlay, that has fallen out; triangular shoulder with a slight fold over the round plate, which is bound with silver wire as a repair. Fragment, badly corroded. Material analysis RGZM:  iron ring repaired with an out-lined silver band, the silver of very good quality.   ",,"1975, 73",73,,Planum 1,,Period 1-2,P1_2,P1_2,5_6_7_9,,Fläche 5,male?/female?,ZMa_Fe,min. 1.8 or c. 2.2  ,2.2 or 2.7,,,,,,,Pl. 28,"F. Henkel, Die römischen Fingerringe der Rheinlande und der benachbarten Gebiete (1913) pl. 55.1424, 1440; 56.1450. Significance of iron rings according to Pliny N. H. that in the early Roman Republic iron was the common material for a ring, ""The hand and indeed the left gave gold the greatest aspect, but not for a Roman, because his ring was of iron, a symbol of warlike courage"" (Pliny N. H. 33, 4). Further, Pliny observed, that still 100 years before Vespasian's reign senators, who wished to exhibit a speical simplicity and old Roman style, wore iron rings. And c. mid 1st cent. AD iron rings signified equestrians and   magistrates (Pliny N. H. 33,8)."
Oberstimm,B0393,18.991010,114.57577,79.82775,1.00,dress,D,Copper alloy,,Brooches,Disc,,Fragment of a disc brooch with 'Backenscharnier'. ,,"1975, 177",177,,"upper levels, until 0.3 m beneath modern surface",,Period 1-2,P1_2,P1_2,F_street,,Fläche 18,male?/female?,ZMa_Fe,2.4,,,1.9,,,,,Pl. 28,Probably restored as: Camulodunum I pl. 98.170-171.
Oberstimm,B0409,21.991150,90.22027,96.09007,1.00,dress,D,Iron,,Finger-rings,Glass-paste inlay,,"Iron finger-ring; narrow hoop with triangle-shaped widened shoulders and plate-like widened upper side; in latter a glass-paste copy of ""Nicolo"" is inlaid; opaque black with opaque blue overlaid on the scene side. The glass-paste is a high conical polished oval, the scene surface is flat. Description: a bearded man sits facing left on a rock, his upper body is naked, a cloak is laid around his lower body and knees; with both hands he holds a scroll; in front of him sits a bearded herm with a short staff. This representation is found particularly on republican and early imperial gems. ",,"1975, 226 ",226,,Planum 1,,Period 1-2,P1_2,P1_2,7_9,,Flächen 21- 22,male?/female?,ZMa_Fe,,Internal diam c. 2 mm; Glaspaste: 1.1 or .9,,,,,,,Pl. 42,"E. M. Schmidt, Bayer. Vorgeschbl. 36, 1971, 228 no. 21.   H. Schönberger ebd. 37, 1972, pl. 2.2. "
Oberstimm,W0025,99.991070,139.157268,109.458729,1.00,dress,D,Copper alloy,,Brooches,Almgren 77,,"Trumpet fibula with wide spiral, knob at head, and ridge in centre of bow [F.6]. ",,,,,,,Period 1-2,P1_2,P1_2,7_8,,Building 7-8 (Witz 1911 - Area F),male?/female?,ZMa_Fe,,,,c. 3.5 ,,,,,"Witz, 1911, Blatt 4 no.10  ","Witz, 1911, 13 no. 25 [F.6]. Parallels: Almgren pl. IV. no. 77; ORL Zugmantel IX. 11.12; XI. 11.12; Hofheim ? Ritterling S 43. fig. 10; Lamprecht pl. VIII 4."
Oberstimm,F0056,2.020010,129.85565,83.01716,1.00,dress,D,Leather,,Shoes,,,"Remains of a thick nailed shoe sole; leather with iron; certain remains of a man's shoe, because men's shoes were predominantly very thickly nailed in rows.",,"1975, 31",31,,,,Period 1a-c,P1A_C,P1,6,Finds complex 75,"Fläche 2b, Pit a",male,Ma,,,,,,,,,Pl. 113,
Oberstimm,B0377,4.991060,98.96937,83.23784,1.00,dress,D,Copper alloy,,Brooches,Aucissa,,"Small, badly preserved hinged brooch, similar to an Aucissa brooch; brass-coloured; hinge casing with iron pin; band-shaped bow with central rib; fully plastic foot knob; pin holder only partly preserved.  ",,"1975, 68 ",68,,,Augustus-Claudian,Period 1a-c,P1A_C,P1,1,Finds complex 13,"Fläche 4, upper part of basin in fabbrica",male,Ma,Bow: max. 1 ,,,3.8,,,,,Pl. 27,
Oberstimm,B0367,9.990010,133.30427,83.09967,1.00,dress,D,Copper alloy,,Brooches,Almgren group III Stufe 3,Almgren Stufe 3,Augenfibel; with deep stamped hexagonal eyes; spiral with over tendons and originally eight windings; safety plate shorter than the spiral; bow of triangular section; central ridge with engraved 'ladder' pattern; slightly trapezoidal foot; slightly roof-shaped with groove decoration and engraved triangle.  ,,"1975, 135",135,,,Claudian-Neronian,Period 1a-c,P1A_C,P1,6,Finds complex 76,"Fläche 9, Pit a",male?,ZMa,Bow: 1 ,,,6,,,,,Pl. 27,
Oberstimm,B0375,24.990012,182.82020,102.44061,1.00,dress,D,Copper alloy,,Brooches,Distel,,Fragment of a Distelfibel with an encased hinge. Hinge pin missing. Only traces of the origin bronze sheeting attached to the disc remain. Foot missing.,,"1975, 249",249,1st cent. AD,,,Period 1b-c,P1B_C,P1,12,Finds complex 97,"Fläche 24,  Pit a2",female,Fe,,,,2.2,,,,,Pl. 27,
Oberstimm,B0370,30.990010,93.35176,152.95949,1.00,dress,D,Copper alloy,,Brooches,Almgren 236c,Almgren 236/237.,Noric-Pannonian double-knobbed brooch; 'spiral brooch'. Original pin construction with spiral with upper tendons at the beginning of the spiral and tendon catches preserved. Plate-like widened beginning of the bow. Bow constricted by two more outlined bow knobs and ending in a thin narrow foot with small foot knob. Framelike pin holder broken.,,"1975, 329 ",329,1st cent. AD,,,Period 1b-c,P1B_C,P1,3,Finds complex 37,"Fläche 30, Pit a",female,Fe,Bow: max. 1.5 ,,,5.5,,,,,"Pls 27, 42",
Oberstimm,B0372,2.030070,129.94102,87.10521,1.00,dress,D,Copper alloy,,Brooches,Almgren 68,Almgren 68,"Robust out-lined spiral brooch; spiral with eight windings, over tendons, tendon catches and safety plate. Trapezoidal-shaped bow with bow knot of three bulges; foot of ovasection; hammered pin holder with two piereced holes; out-lined foot knob. ",,"1975, 40",40,,,Claudian-early Flavian,Period 1b-c,P1B_C,P1,6,Finds complex 79,"Fläche 2c, Post trench g",male,Ma,Spiral: 2.5 ,,,5.1,,,,,Pl. 27,Aislingen and Burghöfe Group 2 = Kempten I 76. 
Oberstimm,B0389,32.990110,179.87844,96.46923,1.00,dress,D,Copper alloy,,Brooches,Scharnier,,Fragment of a elongated  hinged brooch with robust outlined bow; only part of the brooch foot preserved .  ,,"1975, 336 ",336,,,Claudian-Flavian,Period 1c-2,P1C_2,P1_2,12,Finds complex 121,"Fläche 32, Trench 11",male,Ma,,,,2,,,,,Pl. 28,
Oberstimm,B0395,7.990010,135.32965,98.66427,1.00,dress,D,Copper alloy,,Brooches,Disc,,Enamelled disc brooch; round with notched rim and enamelled tutulus. Enamel inlay only in the sides of the triangular fields. 'Backenscharnier'.   ,,"1975, 104",104,2nd cent. AD,,,Period 1d,P1D,P1,7,Finds complex 63,"Fläche 7, Pit a",female,Fe,,2.8 or 3.4 ,1.3 or 2.2 ,,,,,,Pl. 28,"Aquae Helveticae: Ettlinger, Die römischen Fibeln in der Schweiz. Handb. Schweiz z. Römer u. Merowingerzeit, ed. A. Alföldi (1973) pl. 27.12. - Mandeure (Doubs): L. Lerat, Catalogue des collections archeologiques de Montbeliard. Les fibules galloromaines de Mandeure. Ann. Litt, de l'Universite de Besanfon 16, Archeologie 4, 1957, pl. 7.150."
Oberstimm,B0388,12.990030,135.75202,105.65842,1.00,dress,D,Copper alloy,,Brooches,Scharnier,,Elongated hinged brooch with robust outlined bow; tin-plated; cased hinge with groove decoration; wide band-shaped bow with ridges and indented decoration; half-plastic bow knot; flat trapezoidal foot with a  triangular pin holder along the whole length of the foot which is not pierced.  ,,"1975, 152 ",152,,,Claudian-Flavian,Period 1d,P1D,P1,"7, Well",Finds complex 62,"Fläche 12, Well c",male,Ma,,,,3.8,,,,,Pl. 28,
Oberstimm,F0002,6.990031,145.69465,118.48304,1.00,dress,D,Worked Bone and Antler,,Amulets,,,"Bone amulet with longitudinal and transverse ridges; semicircular with a hole; fragment; originally a representation of ""Fica"" underneath.",,"1975, 99",99,,,,Period 1d,P1D,P1,7,Finds complex 72,"Fläche 6, Posthole 3",male?/female?,ZMa_Fe,2,,,4.2,,,,,Pl. 112,"Vindonissa 41 fig. 13.161. - similar Amulet, i.e. Phallus and Fica, but not semicircular: Fishbourne 146 fig. 67.11. Southwark: K. M. Kenyon, Excavations in Southwark 1945-1947. Research Papers of Surrey Arch. Soc. 5 (1955) 102 fig. 31.6.  Verulamium I pl. 63. - Wroxeter I pl. 10.7 (Bronze). Kempten I pl. 23.17. Novaesium pl. 35.6. - Rißtissen I pl.28.468."
Oberstimm,B0139,4.990010,96.68652,76.44822,1.00,dress,D,Copper alloy,,Belt plates,,,"Bronze, rectangular buckle with retracted sides and two semi-plastic outlined knobs on both extended corners. Bow of rounded rectangular section. Buckle bow closed at it axis with an outlined pierced bar, with two eyelets for the shaft. Remains of tin-plating. Similar to B138.  ",,"1975, 69",69,,,,Period 2,P2,P2,1,Finds complex 30,"Fläche 4, Pit a",female,Fe,4,,,4.2,,,,,Pl. 21,
Oberstimm,F0004 ,21.990020,87.57700,94.64126,1.00,dress,D,Worked Bone and Antler,,Hairpins,,,"Fragment of a bone hairpin with outlined, oval head; head only partly preserved. ",,"1975, 224",224,,,,Period 2,P2,P2,D_E_F,Finds complex 22,"Fläche 21, Pit b",female,Fe,0.4 - 0.7 ,,,6.4,,,,,Pl. 112,
Oberstimm,B0376,21.991010,85.32890,95.55729,1.00,dress,D,Copper alloy,,Brooches,Almgren 16,Almgren 16,Spiral brooch with spiral with under tendons with four windings; band-shaped bow with dome-shaped section with engraved pattern along the central ridge; narrow foot with hammered out pin holder.  ,,"1975, 217 ",217,,upper levels,Domitian-Hadrian,Period 2,P2,P2,Unknown,,"Fläche 21, 7m from west, north corner",female,Fe,,,,5,,,,,Pl. 27,
Oberstimm,B0380,5.990010,123.67782,127.15598,1.00,dress,D,Iron,,Brooches,Hülsensharnier,,Fragment of a case-hinged brooch; hinge and part of bow preserved; bow of triangular section .  ,,"1975, 78 ",78,,,Claudian-Flavian,Period 2,P2,P2,9,Finds complex 91,"Fläche 5, Pit a",male,Ma,,,,3.9,,,,,Pl. 28,
Oberstimm,B0368,29.990010,97.69099,159.67995,1.00,dress,D,Copper alloy,,Brooches,Almgren group III Stufe 3,Almgren Stufe 3,"Augenfibel, badly corroded; spiral with six windings, over tendons, tendon catches and safety rod. two punched circular eyes; solid band-shaped outlined bow;  probably a punch pattern on the central rib; slight bow knota; slightly trapezoidal roof-shaped foot; pin holder complete preserved.  ",,"1975, 314",314,,,Claudian-Neronian,Period 2,P2,P2,Unknown,Finds complex 49,"Fläche 29, Pit a",male?,ZMa,Bow:1 ,Bow:1 ,,5.1,,,,,Pl. 27,
Oberstimm,B0394,1.041010,96.90067,85.90052,1.00,dress,D,Copper alloy,,Brooches,Disc,,Fragment of a quadrangular disc brooch with 'Backenscharnier'; three channelled ridges and two half plastic side knobs decorats the brooch.  ,,"1975, 22 ",22,2nd cent. AD,upper levels,,Period 2,P2,P2,1,,Fläche 1d,male?/female?,ZMa_Fe,1.9,,,1.9,,,,,Pl. 28,
Oberstimm,B0396,19.991200,96.98762,138.46443,1.00,dress,D,Copper alloy,,Brooches,Scharnier,,"Hinged brooch in the shape of a dove. Base material ista tin-enriched bronze with zinc, antimon and lead; inlay mainly of tin; alson silver and lead, probably a a sulphide; that in the eyes and feathers of niello; 'Backenscharnier' holds the pin by a small iron stud; small longitudinal pin holder.  ",,"1975, 185",185,2nd cent. AD,Planum 1,,Period 2,P2,P2,3?,,Fläche 19,male?/female?,ZMa_Fe,2,,,1.6,,,,,Pl. 28,"Mandeure: Lerat, Catalogue des collections archeologiques de Montbeliard. Les fibules galloromaines de Mandeure. Ann. Litt, de l'Universite de Besanfon 16, ArcheoIogie 4, 1957, pl. 8.153."
Oberstimm,B0387,8.991110,154.14568,88.72870,1.00,dress,D,Copper alloy,,Brooches,Scharnier,,"Elongated hinged brooch with bobust outlined bow; tin-plated; cased hinge with iron shaft; band-shaped bow triangular, with ridge and groove decoration. Flat foot of flat D-shaped section with outlined foot knob; triangular pin holder, not pierced.  ",,"1975, 122 ",122,,beneath Planum 1,Claudian-Flavian,Period 1?,ZP1,ZP1,6,,"Fläche 8, 22 m from west and l m from north",male,Ma,,,,3.4,,,,,Pl. 28,"Äugst: Ettlinger, Die römischen Fibeln in der Schweiz. Handb. der Schweiz z. Römer u. Merowingerzeit, hrsg. A. Alföldi (1973) pl. 10.11."
Oberstimm,B0383,12.991040,144.06123,111.49173,1.00,dress,D,Copper alloy,,Brooches,Scharnier,,Elongated hinged brooch with robust outlined bow; tin-plated; cased hinge only partly preserved; band-shaped bow with central groove and punched decoration; narrow foot ending in an out-lined foot knob; pin holder with singled pierced hole. ,,"1975, 147",147,,beneath Planum 1,Claudian-Flavian,Period 1?,ZP1,ZP1,7,,"Fläche 12, 12 m from west near north corner",male,Ma,,,,5,,,,,Pl. 28,"BarleDuc (Meuse): Revue Arch. Est et Centre Est 16, 1965, 215 fig. 1.9."
Oberstimm,B0386,15.991010,103.30337,123.05239,1.00,dress,D,Copper alloy,,Brooches,Scharnier,,"Small elongated hinged brooch with robust outlined bow; tin-plated; cased hinge; flat arched band-shaped bow with transverse ridges and grooves, that divide bow into two rectangular fields, in each of which is a star-shaped dark grey inlay (niello?); narrow foot with outlined foot knob; closed pin holder.  ",,"1975, 161",161,,Planum 1,Claudian-Flavian,Period 1?,ZP1,ZP1,7,,"Fläche 15, 5 m from north and 13 m from east",male,Ma,Bow: 0.7 ,,,4.1,,,,,Pl. 28,Hofheim pl. 10.251 (similar). - Rißtissen II pl. 60.14. Rottweil pl. 68.20.
Oberstimm,B0384,17.991010,82.53743,82.45647,1.00,dress,D,Copper alloy,,Brooches,Scharnier,,Fragment of a small elongated hinged brooch; part of band-shaped bow and trapezoidal foo with pin holder preserved.  ,,"1975, 176",176,,,Claudian-Flavian,Period 1?,ZP1,ZP1,1?,,"Fläche 17, stray find",male,Ma,,,,2.9,,,,,Pl. 28,"Saalburg: Saalburg Jahrb. 29, 1972, pl. 2.30."
Oberstimm,B0390,19.991010,98.94431,145.04040,1.00,dress,D,Copper alloy,,Brooches,Scharnier,,"Small elongated hinged brooch with robust outlined bow; tin-plated, badly corroded; small cased hinge with iron shaft;. band-shaped bow with indented central ridge; triangular foot with transverse ridge decoration and foot knob; pin holder damaged.  ",,"1975, 183 ",183,,upper levels,Claudian-Flavian,Period 1?,ZP1,ZP1,3,,"Fläche 19, 7 m from east and 4 m from north",male,Ma,,,,4,,,,,Pl. 28,
Oberstimm,B0381,19.991030,85.81605,140.32561,1.00,dress,D,Copper alloy,,Brooches,Scharnier,,Fragment of an elongated hinged brooch with outlined bow; bow of D-shaped section with bow disc; triangular foot with tapering point;  pin holder only partly preserved; foot missing.  ,,"1975, 186",186,,Planum 1,Claudian-Flavian,Period 1?,ZP1,ZP1,B?,,"Fläche 19, l m from west and 9 m from south",male,Ma,,,,4.1,,,,,Pl. 28,Aislingen pl. 15.15 (similar). - Hofheim pl. 10.252 (similar).
Oberstimm,B0379,19.991070,90.73406,133.61922,1.00,dress,D,Copper alloy,,Brooches,Scharnierbügel,,Fragment of a hinged bow brooch; small cased hinge. band-shaped bow with central groove; foot and pin holder missing.  ,,"1975, 191",191,,beneath Planum 1,Claudian-Flavian,Period 1?,ZP1,ZP1,Unknown,,"Fläche 19, 6m from west towards south profile",male,Ma,Bow: 0.9 ,,,4.4,,,,,Pl. 27,"Probably restored as: Rheingönheim pl. 23.11. - Bermerain: De Loe, La Belgique Ancienne 3 (1937) 258 fig. 103.8. - Blicquy (Hainaut): S. J. de Laet, A. van Doorselaer, P. Spitaels u. H. Thoen, La necropole galloromaine de Blicquy. Diss. Arch. Gandenses 14 (1972) pl. 78.t, 261.7. "
Oberstimm,B0391,19.991200,96.98762,138.46443,1.00,dress,D,Copper alloy,,Brooches,Scharnier,,"Small elongated hinged brooch with robust outlined bow; tin-plated; cased hinge with iron shaft; bow of triangular section with scratched decoration on the bow ridge; pin holder pierced once, damaged.  ",,"1975, 185 ",185,,Planum 1,Claudian-Flavian,Period 1?,ZP1,ZP1,3?,,Fläche 19,male,Ma,,,,3.4,,,,,Pl. 28,Aislingen pl. 15.12 (similar). -  Rißtissen II pl. 60.13 (similar).
Oberstimm,B0402,22.991090,82.43939,106.57660,1.00,dress,D,Copper alloy,,Brooches,Spiral,,Pin and spiral fragment of a spiral brooch.  ,,"1975, 237",237,,beneath Planum 1,,Period 1?,ZP1,ZP1,Street,,"Fläche 22, in area of the gate",male,Ma,,,,4.6,,,,,,
Oberstimm,B0385,26.991080,182.41541,82.87266,1.00,dress,D,Copper alloy,,Brooches,Hülsensharnier,,Fragment of a small case-hinged brooch; badly corroded; band-shaped bow with central rib; foot missing.  ,,"1975, 265 ",265,,,Claudian-Flavian,Period 1?,ZP1,ZP1,12,,"Fläche 26, southern part",male,Ma,,,,1.7,,,,,Pl. 28,"Aislingen pl. 15.13, 17. - Hofheim pl. 10.230. - Zugmantel: ORL B Nr. 8 pl. 9.2."
Oberstimm,B0408,20.991030,81.70477,75.72254,1.00,dress,D,Copper alloy,,Finger-rings,Glass-paste inlay,,"Fragment of a bronze finger-ring with yellow, transparent glass-paste inlay; undecorated.  ",,"1975, 215",215,,Planum 1,,Period 1?,ZP1,ZP1,fortifications,,"Fläche 20, 2.5 m from north and 4.5 m from east",female?/child?,ZFe_Ch,,Ring diam.: c. 1.8; glasspaste: 0.7  ,,,,,,,Pl. 28,
Oberstimm,B0411,99.991010,44.46032,27.45267,1.00,dress,D,Copper alloy,,Armbands and  bracelets,,,"Bronze arm band with round setting for inlay, which has fallen out. The setting is attached to the ridged bronze sheet of the arm band by a hinge. An eyelet is cast to the setting and the bronze sheet is bent and cut. A bronze rivet passes through both, with a conical knob at either end. In three pieces. Width of setting c. 2cm; width of sheet l cm; Complete armband originally 23-24 cm.  ",,"1975, 256 ",256,,,,Period 1-2?,ZP1_2,P1_2,Unknown,,Fort region,female,Fe,,,,,,,,,Pl. 29,"Llandovery (Britain): A. Böhme, Schmuck der römischen Frau. Kl. Sehr. z. Kenntnis röm. Besetzungsgesch. Südwestdeutschlands 11 (1974) 49 fig. 24 (Gold; hinged ending in snake's head endend). - Bonn: Ebd. 54 fig. 29 upper (bronze, silvered; hinged ending in snake's head endend). - Avenches: E. Dunant, Guide illustre du musee d'Avenches. Association Pro Aventico (1900) pl. 8,12.  Aquileia: G. Brusin, II Museo Archeologico di Aquileia (1936) 57 fig. 51."
Oberstimm,B0398,19.991020,104.91909,142.68301,1.00,dress,D,Copper alloy,,Brooches,Spiral,,"Small ring brooch, tin-plated, and ending in two small knobs; on the outer surface running wave band, cast together; indented decoration on the central rib. ",,"1975, 184",184,,upper levels,,Period 1-2?,ZP1_2,P1_2,3,,"Fläche 19, 7 m from east and 4 m from north",male,Ma,,2.8,,,,,,,Pl. 28,"Mainz Weisenau: Mainzer Zeitschr. 65, 1970, 177 fig. 27, A13 (similar)."
Oberstimm,B0400,19.991200,96.98762,138.46443,1.00,dress,D,Copper alloy,,Brooches,Spiral,,Pin construction of a spiral brooch; spiral with over tendons and six windings.  ,,"1975, 182",182,,upper levels,,Period 1-2?,ZP1_2,P1_2,3?,,Fläche 19,male,Ma,,,,4.8,,,,,Pl. 28,
Oberstimm,B0399,32.991050,175.27399,97.13108,1.00,dress,D,Copper alloy,,Brooches,Spiral,,"Bronze pin, one end rolled into a spiral. Pin of a spiral brooch.  ",,"1975, 340 ",340,,,,Period 1-2?,ZP1_2,P1_2,12,Finds complex 124,"Fläche 32, from the early modern street",male,Ma,,,,7,,,,,Pl. 28,
Oberstimm,B0144,7.991020,133.94298,97.75095,1.00,combat dress,DE,Copper alloy,,Belt plates,,,"Badly preserved decorative sheet from a cingulum, bronze; stylised animals(?) or lotus flowers(?) running around central circular field; background with pitted decoration; similar to B141. ",,"1975, 102 ",102,,upper levels,Tiberian-Claudian,Period 1,P1,P1,8,,"Fläche 7,  2 m from west and 2 m from south",male,Ma,3.2,,,3.6,,,,,Pl. 21,
Oberstimm,B0150,1.011010,127.58416,86.83586,1.00,combat dress,DE,Copper alloy,,Fasteners,,,Small rectangular bronze fitting with two rivet shafts on the underside; on the upper side remains of tin or silver coating; similar to B148. ,,"1975, 5",5,,,,Period 1-2,P1_2,P1_2,6,,"Fläche 1a,  profile 0 m - 0.3 m from east",male,Ma,1.2,,,4,,,,,Pl. 22,
Oberstimm,B0105,1.020050,109.40099,86.55700,1.00,combat dress,DE,Copper alloy,,"Armour, buckles",,,"Hinge and buckle from shoulder fastener of a 'lorica segmentata' cuirass; bow of buckle brass-coloured; thin bronze sheet is folded around both shafts of the buckle part and has three layers of bronze sheet in place of a rivet. The hinge part with two rivets with spherical heads, originally more rectangular or perhaps bud-like, as B91. And similar to B104 ",,"1975, 18",18,,,,Period 1-2,P1_2,P1_2,1or F,Finds complex 31,"Fläche 1b, discolouration 5",male,Ma,Hinge shaft: 1.7; bow shaft: 1.9 ,,,4.6,,,,,Pl. 20,Rißtissen I pl. 3.44-48; 4.74-76 (p. 23 further literature).
Oberstimm,B0154,2.071010,130.14351,126.38093,1.00,combat dress,DE,Copper alloy,,Fasteners,,,Cast strap fitting; front side silver-plated and decorated with niello inlay pattern; fitting ends in an out-lined transverse rib and  out-lined plastic knob; on the back two rivet shafts. Material analysis RGZM: ground of fitting brass-bronze (i.e. more zinc than tin) with lead as small component (c. 12%); Silver- polished upper surface of silver (more) and tin (less).  ,,"1975, 52 ",52,,upper levels,,Period 1-2,P1_2,P1_2,9,,Fläche 2g,male,Ma,1.2,,,5,,,,,Pl. 22,"Fremington Hagg 117 fig. 14.5. - Longthorpe: Britannia 5, 1974, 53 fig. 28.45-46. - Newstead pl. 76.4, 7-8. - Aislingen pl. 18.10. - Rißtissen I pl. 23.353. "
Oberstimm,B0161,6.991100,133.13338,113.44474,1.00,combat dress,DE,Copper alloy,,Fasteners,,,"Small, long and narrow bronze fitting similar to B160; upper part semicircular in section, with semi-plastic knob and parallel inlaid stripes; ending in an animal head(?); on the rear side two rivet shafts.",,"1975, 92 ",92,,Planum 1,,Period 1-2,P1_2,P1_2,8,,"Fläche 6,  2m from south and l m from west",male,Ma,0.5,,,3.2,,,,,Pl. 22,
Oberstimm,B0122,8.991100,141.60058,89.51584,1.00,combat dress,DE,Copper alloy,,"Armour, hooks",,,Small bronze loop of a strap hook from a greaved cuirass; similar to B115.   ,,"1975, 121",121,,beneath Planum 1,,Period 1-2,P1_2,P1_2,6,,"Fläche 8, 10 m from west near north corner",male,Ma,,1.1,,,,,,,Pl. 21,
Oberstimm,B0106,8.991130,139.04237,88.82709,1.00,combat dress,DE,Copper alloy,,"Armour, buckles",,,Fragment of a bronze hinge with buckle from shoulder fastener of a 'lorica segmentata' cuirass. Round-sectioned buckle bow; rectangular fastener of thin metal around bronze buckle and hinge shaft and held together by a bronze rivet with flat head.  Similar to B104.,,"1975, 124",124,,beneath Planum 1,,Period 1-2,P1_2,P1_2,6,,"Fläche 8, 7 m from west and l m from north",male,Ma,buckle shaft: 1.7; hinge shaft: 1.5   ,,,2.7,,,,,Pl. 20,
Oberstimm,B0091,13.991010,117.42303,103.94243,1.00,combat dress,DE,Copper alloy,,"Armour, hinges",,,"Bronze hinge with narrow, out-lined fittings from thin metal sheet. The smaller, left hinge part has two bronze rivets with flat heads and relatively long shafts, which are bent underneath. The bud-like fitting has two small bronze rivets with spherical heads; probably also from the clasp of the shoulder part of a 'lorica segmentata' cuirass, similar to B88.  ",,"1975, 154",154,,,,Period 1-2,P1_2,P1_2,7,,"Fläche 13, south part of west profile",male,Ma,1.4,,,4.9  (2.4 + 2.9 ),,,,,Pl. 20,Right fastening part similar to Rißtissen I pl. 3.44 (part of a hinged buckle).
