Feature no,Box no,Layer no,Description,Feature files
2760,70,76,"Pit/Posthole","B2.8"
2761,70,77,"Pit","B2.8"
2762,70,78,"Slot","B2.8"
2763,70,79,"Posthole","B2.8"
2764,70,80,"Posthole","B2.8"
2765,70,81,"Posthole","B2.8"
2766,70,82,"? Pit","B2.8"
2767,70,84,"Posthole","B2.8"
2768,70,84,"Posthole","B2.8"
2769,70,87,"Posthole","B2.8"
2770,70,88,"Posthole","B2.8"
2771,70,89,"Posthole","B2.8"
2772,70,90,"Posthole","B2.8"
2773,70,91,"Posthole","B2.8"
2774,70,92,"Posthole","B2.8"
2775,70,93,"slot","B2.8"
2776,70,94,"Posthole","B2.8"
2777,70,95,"Posthole","B2.8"
2778,70,96,"pit","B2.8"
2779,70,102,"Slot","B2.8"
2780,70,97,"Posthole","B2.8"
2781,70,98,"Posthole","B2.8"
2782,70,99,"Posthole","B2.8"
2783,70,100,"Posthole","B2.8"
2784,70,101,"Posthole","B2.8"
2785,70,103,"Posthole","B2.8"
2786,70,104,"Stake/posthole","B2.8"
2787,70,105,"Stake/posthole","B2.8"
2788,70,108,"Posthole","B2.8"
2789,70,109,"Posthole","B2.8"
2790,70,110,"Posthole","B2.8"
2791,70,111,"Posthole","B2.8"
2792,70,112,"Stake/posthole","B2.8"
2793,70,113,"Stakehole","B2.8"
2794,70,114,"Stakehole","B2.8"
2795,70,115,"Stakehole","B2.8"
2796,70,116,"Stakehole","B2.8"
2797,70,117,"Posthole","B2.8"
2798,70,118,"Posthole","B2.8"
2799,70,119,"Posthole","B2.8"
2800,70,120,"Posthole","B2.8"
2801,70,121,"Posthole","B2.8"
2802,78,6,"Construction trench of S casement wall of Caldarium","B2.8"
2803,78,7,"Construction Trench for west wall of Praefurnium","B2.8"
2804,78,8,"Pit","B2.8"
2805,78,"9, 49","Pit","B2.8"
2806,78,10,"Pit","B2.8"
2807,78,"11, 33, 57","Pit","B2.8"
2808,78,"12, 32","Pit","B2.8"
2809,78,"13, 55","Slot","B2.8"
2810,78,14,"? Slot","B2.8"
2811,78,15.53,"Pit","B2.8"
2812,78,16,"Pit","B2.8"
2813,78,18,"Posthole","B2.8"
2814,78,19,"? Slot","B2.8"
2815,78,20,"Pit","B2.8"
2818,78,23,"Posthole","B2.8"
2819,78,24,"Posthole","B2.8"
2820,78,26,"Slot","B2.8"
2821,78,27,"Posthole","B2.8"
2822,78,29,"Stakehole","B2.8"
2823,78,30,"Stakehole","B2.8"
2824,78,31,"Stakehole","B2.8"
2825,78,34,"Stakehole","B2.8"
2826,78,35,"Stakehole","B2.8"
2827,78,36,"Stakehole","B2.8"
2828,78,37,"Stakehole","B2.8"
2829,78,38,"Posthole","B2.8"
2830,78,39,"Stakehole","B2.8"
2831,78,40,"Posthole","B2.8"
2832,78,41,"Stakehole","B2.8"
2833,78,42,"Posthole","B2.8"
2834,78,43,"Stakehole","B2.8"
2835,78,44,"Stakehole","B2.8"
2836,78,45,"Posthole","B2.8"
2837,78,46,"Posthole","B2.8"
2838,78,47,"Stakehole","B2.8"
2839,78,48,"? Slot","B2.8"
2840,78,50,"Stakehole","B2.8"
2841,78,51,"Posthole","B2.8"
2842,78,52,"Posthole","B2.8"
2843,78,54,"Slot","B2.8"
2844,78,56,"Pit","B2.8"
2845,78,58,"Stakehole","B2.8"
2846,78,59,"Stakehole","B2.8"
2847,78,60,"Stakehole","B2.8"
2848,78,61,"Stakehole","B2.8"
2849,78,62,"Stakehole","B2.8"
2850,78,63,"Posthole","B2.8"
2851,78,64,"Stakehole","B2.8"
2852,78,65,"Stakehole","B2.8"
2853,78,66,"Stakehole","B2.8"
2854,78,67,"Stakehole","B2.8"
2855,78,68,"Stakehole","B2.8"
2856,78,69,"Stakehole","B2.8"
2857,72,3,"Posthole","B2.8"
2858,72,7,"Slot","B2.8"
2859,72,8,"Posthole","B2.8"
2860,72,9,"Pit","B2.8"
2861,72,12,"Posthole","B2.8"
2862,72,13,"Posthole","B2.8"
2863,72,14,"Pit","B2.8"
2864,72,"15, 32","Slot","B2.8"
2865,72,16,"Pit","B2.8"
2866,72,17,"Pit","B2.8"
2867,72,18,"Pit","B2.8"
2868,72,19,"Pit","B2.8"
2869,72,20,"Pit / Posthole","B2.8"
2870,72,"21, 22","Pit","B2.8"
2871,72,23,"Stakehole","B2.8"
2872,72,24,"Pit","B2.8"
2873,72,25,"Pit","B2.8"
2874,72,26,"Posthole","B2.8"
2875,72,27,"Stakehole","B2.8"
2876,72,28,"Stakehole","B2.8"
2877,72,30,"Slot [Same as F2918]","B2.8"
2878,72,31,"Posthole","B2.8"
2879,72,4,"Posthole","B2.8"
2880,72,5,"Pit","B2.8"
2881,72,6,"Pit","B2.8"
2882,72,33,"Stakehole","B2.8"
2883,72,34,"Pit","B2.8"
2884,72,35,"Pit/posthole","B2.8"
2885,72,36,"Pit/posthole","B2.8"
2886,72,39,"Stakehole","B2.8"
2887,72,40,"Stakehole","B2.8"
2888,72,41,"Stakehole","B2.8"
2889,72,42,"Stakehole","B2.8"
2890,72,43,"Stakehole","B2.8"
2891,72,44,"Posthole","B2.8"
2892,72,45,"Pit","B2.8"
2893,72,"98, 46, 86, 117","Slot","B2.8"
2894,72,48,"Pit","B2.8"
2895,72,50,"Pit","B2.8"
2896,72,52,"Pit","B2.8"
2897,72,"110, 54, 108","? Slot","B2.8"
2898,72,"120, 119, 55","Pit","B2.8"
2899,72,56,"Posthole","B2.8"
2900,72,58,"Stakehole","B2.8"
2901,72,59,"Stakehole","B2.8"
2902,72,"60, 123","Stakehole","B2.8"
2903,72,"114, 61, 95, 96","Pit","B2.8"
2816,78,21,"Slot","B2.8"
2817,78,"22, 28","Slot","B2.8"
2904,72,62,"Posthole","B2.8"
2905,72,"63, 122","Pit","B2.8"
2906,72,65,"Posthole","B2.8"
2907,72,66,"Posthole","B2.8"
2908,72,67,"Pit","B2.8"
2909,72,68,"? Pit","B2.8"
2910,72,69,"Posthole","B2.8"
2911,72,71,"Pit","B2.8"
2912,72,72,"Posthole","B2.8"
2913,72,73,"Stakehole","B2.8"
2914,72,74,"Stakehole","B2.8"
2915,72,"78, 111","Posthole / pit","B2.8"
2916,72,79,"Pit","B2.8"
2917,72,81,"Posthole","B2.8"
2918,72,85,"Slot [same as F2877]","B2.8"
2919,72,87,"Posthole","B2.8"
2920,72,89,"Posthole","B2.8"
2921,72,90,"Pit","B2.8"
2922,72,91,"Pit","B2.8"
2923,72,92,"Posthole","B2.8"
2924,72,93,"Posthole","B2.8"
2925,72,94,"Pit","B2.8"
2926,72,97,"Slot","B2.8"
2927,72,99,"Construction trench of south wall","B2.8"
2928,72,100,"Posthole","B2.8"
2929,72,101,"Posthole","B2.8"
2930,72,102,"? Posthole","B2.8"
2931,72,"103-107","Pit","B2.8"
2932,72,109,"Stakehole","B2.8"
2933,72,112,"Stakehole","B2.8"
2934,72,113,"Stakehole","B2.8"
2935,72,115,"Posthole","B2.8"
2936,72,116,"Possible Stakehole","B2.8"
2937,72,118,"Slot","B2.8"
2938,72,124,"Posthole","B2.8"
2939,72,125,"Posthole","B2.8"
2940,72,126,"Stakehole","B2.8"
2941,72,127,"Stakehole","B2.8"
2942,72,132,"Stakehole","B2.8"
2943,72,132,"Stakehole","B2.8"
2944,72,133,"Posthole","B2.8"
2945,72,134,"Posthole","B2.8"
2946,72,135,"Posthole","B2.8"
2947,72,136,"Stakehole","B2.8"
2948,72,137,"Stakehole","B2.8"
2949,72,138,"Stakehole","B2.8"
2950,72,129,"Stakehole","B2.8"
2951,72,130,"Posthole","B2.8"
2952,72,84,"Stakehole","B2.8"
2953,72,98,"Posthole","B2.8"
2954,72,11,"Pit","B2.8"
2955,72,37,"Pit","B2.8"
2956,72,38,"Pit","B2.8"
2957,72,47,"Trench","B2.8"
2958,72,70,"Stakehole","B2.8"
2959,72,75,"? Small feature","B2.8"
2960,72,76,"? Small feature","B2.8"
2961,72,82,"? Stakehole","B2.8"
2962,72,83,"? Posthole","B2.8"
2963,70,64,"? Irregular feature","B2.8"
2964,43,1,"C19th excavation trench","B2.9"
2965,43,,"construction trench for Wall F2134","B2.9"
2966,43,"10, 15, 16","? Gully E/W","B2.9"
2967,43,17,"Pit","B2.9"
2968,43,19,"Stakehole","B2.9"
2969,43,20,"slot  E/W","B2.9"
2970,45,"+a","C19th excavation trench","B2.9"
2971,45,10,"Posthole","B2.9"
2972,45,11,"Posthole","B2.9"
2973,45,16,"Pit","B2.9"
2974,45,19,"Pit","B2.9"
2975,45,20,"Pit","B2.9"
2976,45,21,"? Posthole","B2.9"
2977,45,22,"Slot","B2.9"
2978,45,23,"Slot","B2.9"
2979,45,24,"Slot","B2.9"
2980,45,25,"Slot","B2.9"
2981,45,26,"Slot","B2.9"
2982,51,6,"C19th excavation trench","B2.9"
2983,51,"1a","Trench","B2.9"
2984,51,"15, 17","Pit","B2.9"
2985,51,20,"Pit","B2.9"
2986,51,25,"Pit","B2.9"
2987,61,"30a","Slot","B2.9"
2988,51,"30b","Slot","B2.9"
2989,51,29,"Pit","B2.9"
2990,51,21,"Pit (latrine)","B2.9"
2991,51,16,"Pit","B2.9"
2992,51,31,"Posthole","B2.9"
2993,51,32,"Posthole","B2.9"
2994,51,33,"Posthole","B2.9"
2995,51,22,"Pit?","B2.9"
2996,51,34,"Posthole","B2.9"
2997,51,35,"Posthole","B2.9"
2998,51,36,"Posthole","B2.9"
2999,51,37,"Posthole","B2.9"
3000,51,38,"Posthole","B2.9"
3001,51,39,"Posthole","B2.9"
3002,51,26,"Stakehole","B2.9"
3003,51,40,"Posthole","B2.9"
3004,51,41,"Stakehole","B2.9"
3005,51,"27, 28","Plank / slot ???","B2.9"
3006,51,42,"Stakehole","B2.9"
3007,51,43,"Joist hole","B2.9"
3008,51,44,"Joist hole","B2.9"
3009,51,"21a","Timber lining to latrine pit F2990","B2.9"
3010,51,,"Possible burnt remains of wooden floor","B2.9"
3011,44,,"Posthole","B2.9"
3012,44,,"Slot","B2.9"
3013,44,,"Slot","B2.9"
3014,44,,"Posthole","B2.9"
3015,44,,"Posthole","B2.9"
3016,44,,"pit","B2.9"
3017,44,,"pit","B2.9"
3018,44,,"Trench","B2.9"
3019,44,,"Posthole","B2.9"
3020,44,,"? Slot","B2.9"
3021,44,,"Pit","B2.9"
3022,44,,"Slot","B2.9"
3023,8,9,"Robber trench / excavation Trench","B2.9"
3024,8,17,"? Posthole","B2.9"
3025,"8, 29, 40","26, 22, 19","? Beamslot  N/S","B2.9"
3026,8,23,"Linear slot N/S","B2.9"
3027,8,25,"Scaffold post hole","B2.9"
3028,8,21,"Beam slot (sleeper beam) EW","B2.9"
3029,29,1,"Robber trench","B2.9"
3030,29,2,"? Construction trench","B2.9"
3031,29,9,"Hearth","B2.9"
3032,29,20,"Foundation for Wall F2135","B2.9"
3033,29,21,"Pit","B2.9"
3034,29,23,"Beam slot","B2.9"
3035,40,15,"? Post hole","B2.9"
3036,40,16,"Beam slot","B2.9"
3037,40,18,"Beam slot","B2.9"
3038,40,20,"posthole","B2.9"
3039,40,22,"Posthole","B2.9"
3040,40,23,"? C19th excavation trench","B2.9"
3041,81,1,"1955 Trench D","B2.9"
3042,81,2,"Modern posthole","B2.9"
3043,81,3,"? Modern Trench","B2.9"
3044,81,8,"Construction trench Baths retaining Wall","B2.9"
3045,81,9,"Construction trench","B2.9"
3046,81,"12, 70, 71","Construction trench Baths Room 12","B2.9"
3047,81,16,"Pit","B2.9"
3048,81,18,"? Feature","B2.9"
3049,81,"19, 20","Pit","B2.9"
3050,81,"22, 80, 69","Pit","B2.9"
3051,81,"34. 33","? Posthole","B2.9"
3052,81,39,"Stakehole / posthole","B2.9"
3053,81,41,"? Posthole","B2.9"
3054,81,42,"Post-military feature","B2.9"
3055,81,43,"? Modern features","B2.9"
3056,81,44,"Post-military feature","B2.9"
3057,81,45,"Post-military feature","B2.9"
3058,81,46,"Post-baths construction feature","B2.9"
3059,81,48,"Post-baths construction feature","B2.9"
3060,81,49,"Post-military feature","B2.9"
3061,81,50,"? Posthole","B2.9"
3062,81,55,"Beam slot","B2.9"
3063,81,56,"Beam slot","B2.9"
3064,81,57,"Posthole","B2.9"
3065,81,58,"Posthole","B2.9"
3066,81,60,"Posthole","B2.9"
3067,81,61,"Posthole","B2.9"
3068,81,62,"Posthole","B2.9"
3069,81,63,"Pit","B2.9"
3070,81,64,"Posthole","B2.9"
3071,81,65,"Posthole","B2.9"
3072,81,66,"?","B2.9"
3073,81,67,"Posthole","B2.9"
3074,81,68,"Stake hole","B2.9"
3075,81,73,"Beam slot","B2.9"
3076,81,75,"Beam slot","B2.9"
3077,81,76,"Posthole","B2.9"
3078,81,77,"Posthole","B2.9"
3079,81,78,"Posthole","B2.9"
3080,81,82,"Posthole","B2.9"
3081,81,83,"Posthole","B2.9"
3082,81,85,"Construction trench","B2.9"
3083,81,86,"Pit","B2.9"
3084,81,87,"Posthole","B2.9"
3085,81,89,"? Pit","B2.9"
3086,81,91,"Linear slot","B2.9"
3087,"86?",,,"B2.9"
3088,"86?",,,"B2.9"
3089,90,44,"Pit","B2.9"
3090,90,111,"Post-hole","B2.9"
3091,90,241,"Pit","B2.9"
3092,90,246,"Pit","B2.9"
3093,90,250,"Rampart ditch","B2.9"
3094,90,66,"Trench /gully","B2.9"
3095,24,,"N. Wall of Room/Box 38 construction trench 3119","B2.9"
3096,24,,"East Wall of room/Box 38","B2.9"
3097,24,"+","Robber trench","B2.9"
3098,23,"1;4","2nd World War pit","B2.9"
3099,23,"2;7","Robber trench /excavation trench","B2.9"
3100,23,10,"Pit","B2.9"
3101,23,,"Aqueduct abutment","B2.9"
3102,22,5,"Water pipe trench","B2.9"
3103,22,31,"Linear Trench","B2.9"
3104,22,36,"? Pit","B2.9"
3105,22,37,"Water pipe trench","B2.9"
3106,22,41,"? Linear trench","B2.9"
3107,22,"43, 44","Water pipe trench","B2.9"
3108,22,56,"Linear feature","B2.9"
3109,62,1,"Robber trench","B2.9"
3110,62,10,"Pit","B2.9"
3111,62,11,"Pit","B2.9"
3112,62,19,"Construction Trench from wall 3096","B2.9"
3113,59,6,"Water pipe trench = F3102","B2.9"
3114,59,10,"Pit + gully","B2.9"
3115,59,15,"Trench","B2.9"
3116,60,"7; 22","Robber trench","B2.9"
3117,58,6,"N-S trench in Baulk, 58 & 26 KK excavation trench","B2.9"
3118,58,7,"E-W trench NW corner of box","B2.9"
3119,62,20,"Construction trench for wall F3095","B2.9"
3120,62,17,"Water pipe trench 4 pipes","B2.9"
3121,60,12,"Pit","B2.9"
3122,25,20,"? Slot","B2.9"
3123,64,11,"pit / trench","B2.9"
3124,"36, 54",,"Wall, E wall of room 11","B2.9"
3125,54,"26, ?17","RAF pit? / excavation trench","B2.9"
3126,54,,"Wall S Wall of room 11","B2.9"
3127,54,22,"Trench","B2.9"
3128,"55/54",,"Stakeholes","B2.9"
3129,55,10,"Intrusion?","B2.9"
3130,55,,"Posthole","B2.9"
3131,55,,"Posthole","B2.9"
3132,25,,"?Posthole","B2.9"
3133,25,,"? Post setting","B2.9"
3134,62,21,"Flue tile structure","B2.9"
3135,22,,"Wall-east wall of cold plunge 8","B2.9"
3136,56,3,"KK Trench","B2.9"
3137,"56/57","+","Modern drainage trench","B2.9"
3138,57,"24, 28","Wooden water pipe trench","B2.9"
3139,56,5,"Trench?","B2.9"
3140,44,"4, 5","Foundation trench","B2.9"
3141,44,,"Pit","B2.9"
3142,44,25,"Trench","B2.9"
3143,44,"6, 8, 9","Trench","B2.9"
3144,44,17,"Beam slot","B2.9"
3145,44,27,"Beam slot","B2.9"
3146,44,33,"? Old excavation","B2.9"
3147,54,"16, 18","Robber trench","B2.9"
3148,36,25,"? Shallow slot","B2.9"
3149,36,36,"Pit? Construction","B2.9"
3150,60,17,"? Gully","B2.9"
3151,60,,"Posthole","B2.9"
3152,60,,"Posthole","B2.9"
3153,44,29,"old excavation","B2.9"
3154,22,25,"negative feature","B2.9"
3155,38,,"Wall - west wall of 38","B2.9"
3156,38,,"Vertical slot in Wall F3095","B2.9"
3157,38,,"Vertical slot in Wall F3095","B2.9"
3158,38,"31; 32","Pit","B2.9"
3159,38,,"door in wall F3096","B2.9"
3160,38,,"Flue","B2.9"
3161,38,,"Step - lower","B2.9"
3162,38,,"Step - upper","B2.9"
3163,21,,"Herringbone floor","B2.9"
3164,21,,"Wall South W box 38/N wall room 11","B2.9"
3165,15,,"Wall","B2.9"
3166,15,"16-18; 43","Construction trench for F3163","B2.9"
3167,15,38,"Slot","B2.9"
3168,15,,"Wall N-S","B2.9"
3169,15,24,"Construction trench for F3168","B2.9"
3170,17,,"Posthole","B2.9"
3171,17,,"Posthole","B2.9"
3172,17,54,"Beam slot","B2.9"
3173,17,,"Wall E-W aligned","B2.9"
3174,17,14,"? Pit","B2.9"
3175,16,22,"Barrow trench","B2.9"
3176,16,4,"robber trench","B2.9"
3177,16,31,"Water pipe trench","B2.9"
3178,"16/48",,"C19th excavation trench","B2.9"
3179,16,160,"Pit","B2.9"
3180,"16/48",135,"Construction trench for Wall F3181","B2.9"
3181,"16/48",,"Wall N/S","B2.9"
